problem,sample_id,c1_ls,c2_ls,z1,z2,status,iterations,f_eval,g_eval,cpu_sec,grad_inf,converged,J,J_star,rel_dev
P3_quad_1000_10,10,0.13032023666713824,0.17905592858331093,0.8757263519880752,0.17841275409149393,ok,40,134,135,0.1552187999986927,5.048177180855262e-05,True,134.0,134.0,0.0
P3_quad_1000_10,11,0.17276892979400782,0.17502860071104384,0.9017860593148249,0.17437735542188762,ok,42,141,142,0.14782040000136476,4.24696859702145e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,12,0.07214772841756452,0.09228267053576941,0.8210783763793639,0.0914656017392479,ok,41,138,139,0.13764809999702265,7.316956074276959e-05,True,138.0,134.0,0.029850746268656716
P3_quad_1000_10,13,0.05824559287263865,0.06529767104930743,0.8012954044746715,0.06442652409750244,ok,42,141,142,0.22042399999918416,7.377520880735844e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,14,0.08102105926216685,0.11576172337658348,0.8317988651141968,0.11499170679016381,ok,41,137,138,0.16668249999929685,5.106620133776829e-05,True,137.0,134.0,0.022388059701492536
P3_quad_1000_10,15,0.1420184958608588,0.14593136290611985,0.8836712949492385,0.14522180651915817,ok,38,127,128,0.12487520000286167,6.0014503904248784e-05,True,127.0,134.0,-0.05223880597014925
P3_quad_1000_10,16,0.04865847103486394,0.1619544700080721,0.7846737593215297,0.16127702405618446,ok,42,141,142,0.14656259999901522,4.2469685967105875e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,17,0.040097152540608555,0.04710012250896639,0.7667879406337731,0.046192507524014416,ok,42,141,142,0.13759929999650922,7.37752088046939e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,18,0.16643636256652447,0.16664388280118334,0.8983347865405039,0.1659758344701236,ok,42,141,142,0.10634500000014668,4.24696859702145e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,19,0.10376863753241672,0.16608109077623032,0.8546694511436055,0.1654119146054412,ok,40,134,135,0.12726950000069337,5.048177180011493e-05,True,134.0,134.0,0.0
P3_quad_1000_10,20,0.12487233560138014,0.1958175106640642,0.8717796093654244,0.1952079265170984,ok,40,134,135,0.16091350000351667,5.048177180855262e-05,True,134.0,134.0,0.0
P3_quad_1000_10,21,0.07510277675511408,0.17772692332596188,0.8247884091151471,0.17708108549695578,ok,41,137,138,0.18170850000024075,5.106620133776829e-05,True,137.0,134.0,0.022388059701492536
P3_quad_1000_10,22,0.13906842407243297,0.16722027706489004,0.8817312154407694,0.16655338383255514,ok,38,127,128,0.16828220000024885,6.0014503904248784e-05,True,127.0,134.0,-0.05223880597014925
P3_quad_1000_10,23,0.055312723818128975,0.1528315915590618,0.7965203101800181,0.15213586328563308,ok,42,141,142,0.17402069999661762,7.377520880735844e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,24,0.10363690012970037,0.16383811579103835,0.8545520423997208,0.16316444468039915,ok,40,134,135,0.12702420000277925,5.048177180011493e-05,True,134.0,134.0,0.0
P3_quad_1000_10,25,0.04881529004044128,0.07987515469918433,0.7849711470068568,0.07903322114146726,ok,42,141,142,0.11486320000403794,4.2469685967105875e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,26,0.08786858588684156,0.11139817394250716,0.8392974701902107,0.11061941276804324,ok,39,130,131,0.10593220000009751,6.078831674516394e-05,True,130.0,134.0,-0.029850746268656716
P3_quad_1000_10,27,0.04915367018680645,0.09029456489129853,0.7856096011894244,0.08947351191512878,ok,42,141,142,0.10772870000073453,4.2469685967105875e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,28,0.0563229766409296,0.1773738160160116,0.7981931349900288,0.17672727055712584,ok,42,141,142,0.10016190000169445,7.377520880735844e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,29,0.05218109271131691,0.09287747971214075,0.7911336241521136,0.0920616029179767,ok,42,141,142,0.1321144000030472,7.377520880735844e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,30,0.09053459805921499,0.0913882807810679,0.8420599778611598,0.09056941962030851,ok,39,130,131,0.15702419999433914,6.078831674516394e-05,True,130.0,134.0,-0.029850746268656716
P3_quad_1000_10,31,0.03789474766650454,0.09274674057451296,0.76156668721652,0.0919306017780691,ok,42,141,142,0.12453519999689888,7.37752088046939e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,32,0.1134286430852764,0.18409519141530223,0.8628960672296025,0.18346211564659543,ok,42,141,142,0.11501480000151787,4.2469685961332715e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,33,0.07228310505974402,0.1336986458619607,0.8212516352909376,0.13296457501198466,ok,41,138,139,0.09918669999751728,7.316956074276959e-05,True,138.0,134.0,0.029850746268656716
P3_quad_1000_10,34,0.07632515629250927,0.13480281077178266,0.8262805888741813,0.13407095267713692,ok,41,137,138,0.11324230000172975,5.106620133776829e-05,True,137.0,134.0,0.022388059701492536
P3_quad_1000_10,35,0.038530496778169374,0.056792059971425425,0.763104383545639,0.055903867706839104,ok,42,141,142,0.15215380000154255,7.37752088046939e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,36,0.09092607539945063,0.15766728726809526,0.8424587606613965,0.15698124976763053,ok,39,130,131,0.1958223999972688,6.078831674516394e-05,True,130.0,134.0,-0.029850746268656716
P3_quad_1000_10,37,0.03670810640895589,0.13328560690799715,0.7586262475971551,0.13255070832464644,ok,42,141,142,0.33450789999915287,7.37752088046939e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,38,0.03408618407234257,0.09037748613928992,0.751777172803029,0.08955659933796585,ok,42,141,142,0.2915495000052033,7.37752088046939e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,39,0.043808205872702205,0.05825476818419709,0.7749688685022589,0.05736950719859427,ok,42,141,142,0.25659279999672435,7.37752088046939e-05,True,141.0,134.0,0.05223880597014925
